name;version;bom-ref;licenses/0/license/id;copyrights;externalReferences/0/url;language
reusify;1.0.4;reusify@1.0.4;MIT;;git+https://github.com/mcollina/reusify.git;javascript
glob-parent;5.1.2;glob-parent@5.1.2;ISC;;git+https://github.com/gulpjs/glob-parent.git;javascript
merge2;1.4.1;merge2@1.4.1;MIT;;git+ssh://git@github.com/teambition/merge2.git;javascript
picomatch;2.3.0;picomatch@2.3.0;MIT;;git+https://github.com/micromatch/picomatch.git;javascript
ignore;5.1.8;ignore@5.1.8;MIT;;git+ssh://git@github.com/kaelzhang/node-ignore.git;javascript
is-glob;4.0.1;is-glob@4.0.1;MIT;;git+https://github.com/micromatch/is-glob.git;javascript
is-path-cwd;2.2.0;is-path-cwd@2.2.0;MIT;;git+https://github.com/sindresorhus/is-path-cwd.git;javascript
is-path-inside;3.0.2;is-path-inside@3.0.2;MIT;;git+https://github.com/sindresorhus/is-path-inside.git;javascript
p-map;4.0.0;p-map@4.0.0;MIT;;git+https://github.com/sindresorhus/p-map.git;javascript
aggregate-error;3.1.0;aggregate-error@3.1.0;MIT;;git+https://github.com/sindresorhus/aggregate-error.git;javascript
clean-stack;2.2.0;clean-stack@2.2.0;MIT;;git+https://github.com/sindresorhus/clean-stack.git;javascript
indent-string;4.0.0;indent-string@4.0.0;MIT;;git+https://github.com/sindresorhus/indent-string.git;javascript
rimraf;3.0.2;rimraf@3.0.2;ISC;;git://github.com/isaacs/rimraf.git;javascript
extract-zip;2.0.1;extract-zip@2.0.1;BSD-2-Clause;;git+https://github.com/maxogden/extract-zip.git;javascript
yauzl;2.9.2;@types/yauzl@2.9.2;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/yauzl;javascript
node;12.11.7;@types/node@12.11.7;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/node;javascript
get-stream;5.2.0;get-stream@5.2.0;MIT;;git+https://github.com/sindresorhus/get-stream.git;javascript
pump;3.0.0;pump@3.0.0;MIT;;git://github.com/mafintosh/pump.git;javascript
end-of-stream;1.4.1;end-of-stream@1.4.1;MIT;;git://github.com/mafintosh/end-of-stream.git;javascript
once;1.4.0;once@1.4.0;ISC;;git://github.com/isaacs/once.git;javascript
yauzl;2.10.0;yauzl@2.10.0;MIT;;git+https://github.com/thejoshwolfe/yauzl.git;javascript
buffer-crc32;0.2.13;buffer-crc32@0.2.13;MIT;;git://github.com/brianloveswords/buffer-crc32.git;javascript
fd-slicer;1.1.0;fd-slicer@1.1.0;MIT;;git://github.com/andrewrk/node-fd-slicer.git;javascript
pend;1.2.0;pend@1.2.0;MIT;;git://github.com/andrewrk/node-pend.git;javascript
https-proxy-agent;5.0.0;https-proxy-agent@5.0.0;MIT;;git://github.com/TooTallNate/node-https-proxy-agent.git;javascript
agent-base;6.0.2;agent-base@6.0.2;MIT;;git://github.com/TooTallNate/node-agent-base.git;javascript
proxy-from-env;1.1.0;proxy-from-env@1.1.0;MIT;;git+https://github.com/Rob--W/proxy-from-env.git;javascript
tcp-port-used;1.0.2;tcp-port-used@1.0.2;MIT;;git://github.com/stdarg/tcp-port-used.git;javascript
is2;2.0.7;is2@2.0.7;MIT;;git+ssh://git@github.com/stdarg/is2.git;javascript
deep-is;0.1.3;deep-is@0.1.3;MIT;;git+ssh://git@github.com/thlorenz/deep-is.git;javascript
ip-regex;4.3.0;ip-regex@4.3.0;MIT;;git+https://github.com/sindresorhus/ip-regex.git;javascript
is-url;1.2.4;is-url@1.2.4;MIT;;git+https://github.com/segmentio/is-url.git;javascript
connect-history-api-fallback;1.6.0;connect-history-api-fallback@1.6.0;MIT;;git+ssh://git@github.com/bripkens/connect-history-api-fallback.git;javascript
core-js;3.19.2;core-js@3.19.2;MIT;;git+https://github.com/zloirock/core-js.git;javascript
cross-env;7.0.3;cross-env@7.0.3;MIT;;git+https://github.com/kentcdodds/cross-env.git;javascript
cross-spawn;7.0.3;cross-spawn@7.0.3;MIT;;git+ssh://git@github.com/moxystudio/node-cross-spawn.git;javascript
isexe;2.0.0;isexe@2.0.0;ISC;;git+https://github.com/isaacs/isexe.git;javascript
css-loader;6.5.1;css-loader@6.5.1;MIT;;git+https://github.com/webpack-contrib/css-loader.git;javascript
icss-utils;5.1.0;icss-utils@5.1.0;ISC;;git+https://github.com/css-modules/icss-utils.git;javascript
postcss-modules-extract-imports;3.0.0;postcss-modules-extract-imports@3.0.0;ISC;;git+https://github.com/css-modules/postcss-modules-extract-imports.git;javascript
postcss-modules-local-by-default;4.0.0;postcss-modules-local-by-default@4.0.0;MIT;;git+https://github.com/css-modules/postcss-modules-local-by-default.git;javascript
postcss-selector-parser;6.0.4;postcss-selector-parser@6.0.4;MIT;;git+https://github.com/postcss/postcss-selector-parser.git;javascript
cssesc;3.0.0;cssesc@3.0.0;MIT;;git+https://github.com/mathiasbynens/cssesc.git;javascript
indexes-of;1.0.1;indexes-of@1.0.1;MIT;;git://github.com/dominictarr/indexes-of.git;javascript
uniq;1.0.1;uniq@1.0.1;MIT;;git://github.com/mikolalysenko/uniq.git;javascript
util-deprecate;1.0.2;util-deprecate@1.0.2;MIT;;git://github.com/TooTallNate/util-deprecate.git;javascript
postcss-modules-scope;3.0.0;postcss-modules-scope@3.0.0;ISC;;git+https://github.com/css-modules/postcss-modules-scope.git;javascript
postcss-modules-values;4.0.0;postcss-modules-values@4.0.0;ISC;;git+https://github.com/css-modules/postcss-modules-values.git;javascript
semver;7.3.5;semver@7.3.5;ISC;;git+https://github.com/npm/node-semver.git;javascript
css-minimizer-webpack-plugin;3.2.0;css-minimizer-webpack-plugin@3.2.0;MIT;;git+https://github.com/webpack-contrib/css-minimizer-webpack-plugin.git;javascript
cssnano;4.0.1;@types/cssnano@4.0.1;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/cssnano;javascript
cssnano;5.0.12;cssnano@5.0.12;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
cssnano-preset-default;5.1.8;cssnano-preset-default@5.1.8;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
css-declaration-sorter;6.1.3;css-declaration-sorter@6.1.3;ISC;;git+https://github.com/Siilwyn/css-declaration-sorter.git;javascript
timsort;0.3.0;timsort@0.3.0;MIT;;git+https://github.com/mziccard/node-timsort.git;javascript
cssnano-utils;2.0.1;cssnano-utils@2.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-calc;8.0.0;postcss-calc@8.0.0;MIT;;git+https://github.com/postcss/postcss-calc.git;javascript
postcss-colormin;5.2.1;postcss-colormin@5.2.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
caniuse-api;3.0.0;caniuse-api@3.0.0;MIT;;git+https://github.com/nyalab/caniuse-api.git;javascript
lodash.memoize;4.1.2;lodash.memoize@4.1.2;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash.uniq;4.5.0;lodash.uniq@4.5.0;MIT;;git+https://github.com/lodash/lodash.git;javascript
colord;2.9.1;colord@2.9.1;MIT;;git+https://github.com/omgovich/colord.git;javascript
postcss-convert-values;5.0.2;postcss-convert-values@5.0.2;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-discard-comments;5.0.1;postcss-discard-comments@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-discard-duplicates;5.0.1;postcss-discard-duplicates@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-discard-empty;5.0.1;postcss-discard-empty@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-discard-overridden;5.0.1;postcss-discard-overridden@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-merge-longhand;5.0.4;postcss-merge-longhand@5.0.4;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
stylehacks;5.0.1;stylehacks@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-merge-rules;5.0.3;postcss-merge-rules@5.0.3;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-minify-font-values;5.0.1;postcss-minify-font-values@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-minify-gradients;5.0.3;postcss-minify-gradients@5.0.3;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-minify-params;5.0.2;postcss-minify-params@5.0.2;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
alphanum-sort;1.0.2;alphanum-sort@1.0.2;MIT;;git+https://github.com/TrySound/alphanum-sort.git;javascript
postcss-minify-selectors;5.1.0;postcss-minify-selectors@5.1.0;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-normalize-charset;5.0.1;postcss-normalize-charset@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-normalize-display-values;5.0.1;postcss-normalize-display-values@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-normalize-positions;5.0.1;postcss-normalize-positions@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-normalize-repeat-style;5.0.1;postcss-normalize-repeat-style@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-normalize-string;5.0.1;postcss-normalize-string@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-normalize-timing-functions;5.0.1;postcss-normalize-timing-functions@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-normalize-unicode;5.0.1;postcss-normalize-unicode@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-normalize-url;5.0.3;postcss-normalize-url@5.0.3;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
is-absolute-url;3.0.3;is-absolute-url@3.0.3;MIT;;git+https://github.com/sindresorhus/is-absolute-url.git;javascript
normalize-url;6.1.0;normalize-url@6.1.0;MIT;;git+https://github.com/sindresorhus/normalize-url.git;javascript
postcss-normalize-whitespace;5.0.1;postcss-normalize-whitespace@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-ordered-values;5.0.2;postcss-ordered-values@5.0.2;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-reduce-initial;5.0.2;postcss-reduce-initial@5.0.2;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-reduce-transforms;5.0.1;postcss-reduce-transforms@5.0.1;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
postcss-svgo;5.0.3;postcss-svgo@5.0.3;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
svgo;2.8.0;svgo@2.8.0;MIT;;git://github.com/svg/svgo.git;javascript
sax;0.2.0;@trysound/sax@0.2.0;ISC;;git://github.com/svg/sax.git;javascript
css-select;4.1.3;css-select@4.1.3;BSD-2-Clause;;git://github.com/fb55/css-select.git;javascript
css-tree;1.1.3;css-tree@1.1.3;MIT;;git+https://github.com/csstree/csstree.git;javascript
mdn-data;2.0.14;mdn-data@2.0.14;CC0-1.0;;git+https://github.com/mdn/data.git;javascript
csso;4.2.0;csso@4.2.0;MIT;;git+https://github.com/css/csso.git;javascript
stable;0.1.8;stable@0.1.8;MIT;;git+https://github.com/Two-Screen/stable.git;javascript
postcss-unique-selectors;5.0.2;postcss-unique-selectors@5.0.2;MIT;;git+https://github.com/cssnano/cssnano.git;javascript
is-resolvable;1.1.0;is-resolvable@1.1.0;ISC;;git+https://github.com/shinnn/is-resolvable.git;javascript
lilconfig;2.0.4;lilconfig@2.0.4;MIT;;git+https://github.com/antonk52/lilconfig.git;javascript
yaml;1.10.2;yaml@1.10.2;ISC;;git+https://github.com/eemeli/yaml.git;javascript
jest-worker;27.3.1;jest-worker@27.3.1;MIT;;git+https://github.com/facebook/jest.git#packages/jest-worker;javascript
merge-stream;2.0.0;merge-stream@2.0.0;MIT;;git+https://github.com/grncdr/merge-stream.git;javascript
ajv-formats;2.1.1;ajv-formats@2.1.1;MIT;;git+https://github.com/ajv-validator/ajv-formats.git;javascript
fast-deep-equal;3.1.3;fast-deep-equal@3.1.3;MIT;;git+https://github.com/epoberezkin/fast-deep-equal.git;javascript
require-from-string;2.0.2;require-from-string@2.0.2;MIT;;git+https://github.com/floatdrop/require-from-string.git;javascript
uri-js;4.2.2;uri-js@4.2.2;BSD-2-Clause;;git+ssh://git@github.com/garycourt/uri-js.git;javascript
serialize-javascript;6.0.0;serialize-javascript@6.0.0;BSD-3-Clause;;git+https://github.com/yahoo/serialize-javascript.git;javascript
randombytes;2.1.0;randombytes@2.1.0;MIT;;git+ssh://git@github.com/crypto-browserify/randombytes.git;javascript
deepmerge;4.2.2;deepmerge@4.2.2;MIT;;git://github.com/TehShrike/deepmerge.git;javascript
eslint-config-standard;16.0.3;eslint-config-standard@16.0.3;MIT;;git://github.com/standard/eslint-config-standard.git;javascript
eslint-plugin-import;2.25.3;eslint-plugin-import@2.25.3;MIT;;git+https://github.com/import-js/eslint-plugin-import.git;javascript
eslint-plugin-node;11.1.0;eslint-plugin-node@11.1.0;MIT;;git+https://github.com/mysticatea/eslint-plugin-node.git;javascript
eslint-plugin-promise;5.1.1;eslint-plugin-promise@5.1.1;ISC;;git+https://github.com/xjamundx/eslint-plugin-promise.git;javascript
eslint-loader;4.0.2;eslint-loader@4.0.2;MIT;;git+https://github.com/webpack-contrib/eslint-loader.git;javascript
fs-extra;8.1.0;fs-extra@8.1.0;MIT;;git+https://github.com/jprichardson/node-fs-extra.git;javascript
jsonfile;4.0.0;jsonfile@4.0.0;MIT;;git+ssh://git@github.com/jprichardson/node-jsonfile.git;javascript
graceful-fs;4.1.15;graceful-fs@4.1.15;ISC;;git+https://github.com/isaacs/node-graceful-fs.git;javascript
universalify;0.1.2;universalify@0.1.2;MIT;;git+https://github.com/RyanZim/universalify.git;javascript
object-hash;2.0.3;object-hash@2.0.3;MIT;;git+https://github.com/puleos/object-hash.git;javascript
fast-json-stable-stringify;2.0.0;fast-json-stable-stringify@2.0.0;MIT;;git://github.com/epoberezkin/fast-json-stable-stringify.git;javascript
json-schema-traverse;0.4.1;json-schema-traverse@0.4.1;MIT;;git+https://github.com/epoberezkin/json-schema-traverse.git;javascript
array-includes;3.1.4;array-includes@3.1.4;MIT;;git://github.com/es-shims/array-includes.git;javascript
function-bind;1.1.1;function-bind@1.1.1;MIT;;git://github.com/Raynos/function-bind.git;javascript
get-intrinsic;1.1.1;get-intrinsic@1.1.1;MIT;;git+https://github.com/ljharb/get-intrinsic.git;javascript
es-to-primitive;1.2.1;es-to-primitive@1.2.1;MIT;;git://github.com/ljharb/es-to-primitive.git;javascript
is-callable;1.2.4;is-callable@1.2.4;MIT;;git://github.com/inspect-js/is-callable.git;javascript
is-date-object;1.0.4;is-date-object@1.0.4;MIT;;git://github.com/inspect-js/is-date-object.git;javascript
is-symbol;1.0.4;is-symbol@1.0.4;MIT;;git://github.com/inspect-js/is-symbol.git;javascript
get-symbol-description;1.0.0;get-symbol-description@1.0.0;MIT;;git+https://github.com/inspect-js/get-symbol-description.git;javascript
has;1.0.3;has@1.0.3;MIT;;git://github.com/tarruda/has.git;javascript
internal-slot;1.0.3;internal-slot@1.0.3;MIT;;git+https://github.com/ljharb/internal-slot.git;javascript
side-channel;1.0.4;side-channel@1.0.4;MIT;;git+https://github.com/ljharb/side-channel.git;javascript
object-inspect;1.10.3;object-inspect@1.10.3;MIT;;git://github.com/inspect-js/object-inspect.git;javascript
is-negative-zero;2.0.1;is-negative-zero@2.0.1;MIT;;git://github.com/inspect-js/is-negative-zero.git;javascript
has-tostringtag;1.0.0;has-tostringtag@1.0.0;MIT;;git+https://github.com/inspect-js/has-tostringtag.git;javascript
is-shared-array-buffer;1.0.1;is-shared-array-buffer@1.0.1;MIT;;git+https://github.com/inspect-js/is-shared-array-buffer.git;javascript
is-weakref;1.0.1;is-weakref@1.0.1;MIT;;git+https://github.com/inspect-js/is-weakref.git;javascript
string.prototype.trimend;1.0.4;string.prototype.trimend@1.0.4;MIT;;git://github.com/es-shims/String.prototype.trimEnd.git;javascript
string.prototype.trimstart;1.0.4;string.prototype.trimstart@1.0.4;MIT;;git://github.com/es-shims/String.prototype.trimStart.git;javascript
unbox-primitive;1.0.1;unbox-primitive@1.0.1;MIT;;git+https://github.com/ljharb/unbox-primitive.git;javascript
has-bigints;1.0.1;has-bigints@1.0.1;MIT;;git+https://github.com/ljharb/has-bigints.git;javascript
which-boxed-primitive;1.0.2;which-boxed-primitive@1.0.2;MIT;;git+https://github.com/inspect-js/which-boxed-primitive.git;javascript
is-bigint;1.0.2;is-bigint@1.0.2;MIT;;git+https://github.com/inspect-js/is-bigint.git;javascript
is-boolean-object;1.1.1;is-boolean-object@1.1.1;MIT;;git://github.com/inspect-js/is-boolean-object.git;javascript
is-number-object;1.0.5;is-number-object@1.0.5;MIT;;git://github.com/inspect-js/is-number-object.git;javascript
is-string;1.0.6;is-string@1.0.6;MIT;;git://github.com/ljharb/is-string.git;javascript
array.prototype.flat;1.2.5;array.prototype.flat@1.2.5;MIT;;git://github.com/es-shims/Array.prototype.flat.git;javascript
debug;2.6.9;debug@2.6.9;MIT;;git://github.com/visionmedia/debug.git;javascript
ms;2.0.0;ms@2.0.0;MIT;;git+https://github.com/zeit/ms.git;javascript
eslint-import-resolver-node;0.3.6;eslint-import-resolver-node@0.3.6;MIT;;git+https://github.com/import-js/eslint-plugin-import.git;javascript
eslint-module-utils;2.7.1;eslint-module-utils@2.7.1;MIT;;git+https://github.com/import-js/eslint-plugin-import.git;javascript
locate-path;2.0.0;locate-path@2.0.0;MIT;;git+https://github.com/sindresorhus/locate-path.git;javascript
p-locate;2.0.0;p-locate@2.0.0;MIT;;git+https://github.com/sindresorhus/p-locate.git;javascript
p-try;1.0.0;p-try@1.0.0;MIT;;git+https://github.com/sindresorhus/p-try.git;javascript
is-extglob;2.1.1;is-extglob@2.1.1;MIT;;git+https://github.com/jonschlinkert/is-extglob.git;javascript
minimatch;3.0.4;minimatch@3.0.4;ISC;;git://github.com/isaacs/minimatch.git;javascript
brace-expansion;1.1.11;brace-expansion@1.1.11;MIT;;git://github.com/juliangruber/brace-expansion.git;javascript
balanced-match;1.0.0;balanced-match@1.0.0;MIT;;git://github.com/juliangruber/balanced-match.git;javascript
concat-map;0.0.1;concat-map@0.0.1;MIT;;git://github.com/substack/node-concat-map.git;javascript
object.values;1.1.5;object.values@1.1.5;MIT;;git://github.com/es-shims/Object.values.git;javascript
tsconfig-paths;3.11.0;tsconfig-paths@3.11.0;MIT;;git+https://github.com/dividab/tsconfig-paths.git;javascript
json5;0.0.29;@types/json5@0.0.29;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git;javascript
strip-bom;3.0.0;strip-bom@3.0.0;MIT;;git+https://github.com/sindresorhus/strip-bom.git;javascript
eslint-plugin-es;3.0.0;eslint-plugin-es@3.0.0;MIT;;git+https://github.com/mysticatea/eslint-plugin-es.git;javascript
eslint-utils;2.0.0;eslint-utils@2.0.0;MIT;;git+https://github.com/mysticatea/eslint-utils.git;javascript
eslint-plugin-standard;5.0.0;eslint-plugin-standard@5.0.0;MIT;;git+https://github.com/standard/eslint-plugin-standard.git;javascript
eslint-plugin-vue;8.0.3;eslint-plugin-vue@8.0.3;MIT;;git+https://github.com/vuejs/eslint-plugin-vue.git;javascript
natural-compare;1.4.0;natural-compare@1.4.0;MIT;;git://github.com/litejs/natural-compare-lite.git;javascript
vue-eslint-parser;8.0.1;vue-eslint-parser@8.0.1;MIT;;git+https://github.com/vuejs/vue-eslint-parser.git;javascript
esrecurse;4.3.0;esrecurse@4.3.0;BSD-2-Clause;;git+https://github.com/estools/esrecurse.git;javascript
acorn-jsx;5.3.2;acorn-jsx@5.3.2;MIT;;git+https://github.com/acornjs/acorn-jsx.git;javascript
esquery;1.4.0;esquery@1.4.0;BSD-3-Clause;;git+https://github.com/estools/esquery.git;javascript
helper-validator-identifier;7.14.9;@babel/helper-validator-identifier@7.14.9;MIT;;git+https://github.com/babel/babel.git#packages/babel-helper-validator-identifier;javascript
eslintrc;0.4.3;@eslint/eslintrc@0.4.3;MIT;;git+https://github.com/eslint/eslintrc.git;javascript
espree;7.3.1;espree@7.3.1;BSD-2-Clause;;git+https://github.com/eslint/espree.git;javascript
type-fest;0.20.2;type-fest@0.20.2;MIT;;git+https://github.com/sindresorhus/type-fest.git;javascript
import-fresh;3.3.0;import-fresh@3.3.0;MIT;;git+https://github.com/sindresorhus/import-fresh.git;javascript
js-yaml;3.14.1;js-yaml@3.14.1;MIT;;git+https://github.com/nodeca/js-yaml.git;javascript
config-array;0.5.0;@humanwhocodes/config-array@0.5.0;Apache-2.0;;git+https://github.com/humanwhocodes/config-array.git;javascript
object-schema;1.2.0;@humanwhocodes/object-schema@1.2.0;BSD-3-Clause;;git+https://github.com/humanwhocodes/object-schema.git;javascript
punycode;2.1.1;punycode@2.1.1;MIT;;git+https://github.com/bestiejs/punycode.js.git;javascript
doctrine;3.0.0;doctrine@3.0.0;Apache-2.0;;git+https://github.com/eslint/doctrine.git;javascript
enquirer;2.3.6;enquirer@2.3.6;MIT;;git+https://github.com/enquirer/enquirer.git;javascript
ansi-colors;4.1.1;ansi-colors@4.1.1;MIT;;git+https://github.com/doowb/ansi-colors.git;javascript
eslint-scope;5.1.1;eslint-scope@5.1.1;BSD-2-Clause;;git+https://github.com/eslint/eslint-scope.git;javascript
estraverse;4.3.0;estraverse@4.3.0;BSD-2-Clause;;git+ssh://git@github.com/estools/estraverse.git;javascript
acorn;7.4.1;acorn@7.4.1;MIT;;git+https://github.com/acornjs/acorn.git;javascript
file-entry-cache;6.0.1;file-entry-cache@6.0.1;MIT;;git+https://github.com/royriojas/file-entry-cache.git;javascript
flat-cache;3.0.4;flat-cache@3.0.4;MIT;;git+https://github.com/royriojas/flat-cache.git;javascript
flatted;3.2.2;flatted@3.2.2;ISC;;git+https://github.com/WebReflection/flatted.git;javascript
functional-red-black-tree;1.0.1;functional-red-black-tree@1.0.1;MIT;;git://github.com/mikolalysenko/functional-red-black-tree.git;javascript
parent-module;1.0.1;parent-module@1.0.1;MIT;;git+https://github.com/sindresorhus/parent-module.git;javascript
callsites;3.1.0;callsites@3.1.0;MIT;;git+https://github.com/sindresorhus/callsites.git;javascript
resolve-from;4.0.0;resolve-from@4.0.0;MIT;;git+https://github.com/sindresorhus/resolve-from.git;javascript
imurmurhash;0.1.4;imurmurhash@0.1.4;MIT;;git+https://github.com/jensyt/imurmurhash-js.git;javascript
argparse;1.0.10;argparse@1.0.10;MIT;;git+https://github.com/nodeca/argparse.git;javascript
sprintf-js;1.0.3;sprintf-js@1.0.3;BSD-3-Clause;;git+https://github.com/alexei/sprintf.js.git;javascript
esprima;4.0.1;esprima@4.0.1;BSD-2-Clause;;git+https://github.com/jquery/esprima.git;javascript
json-stable-stringify-without-jsonify;1.0.1;json-stable-stringify-without-jsonify@1.0.1;MIT;;git://github.com/samn/json-stable-stringify.git;javascript
levn;0.4.1;levn@0.4.1;MIT;;git://github.com/gkz/levn.git;javascript
prelude-ls;1.2.1;prelude-ls@1.2.1;MIT;;git://github.com/gkz/prelude-ls.git;javascript
type-check;0.4.0;type-check@0.4.0;MIT;;git://github.com/gkz/type-check.git;javascript
lodash.merge;4.6.2;lodash.merge@4.6.2;MIT;;git+https://github.com/lodash/lodash.git;javascript
optionator;0.9.1;optionator@0.9.1;MIT;;git://github.com/gkz/optionator.git;javascript
fast-levenshtein;2.0.6;fast-levenshtein@2.0.6;MIT;;git+https://github.com/hiddentao/fast-levenshtein.git;javascript
word-wrap;1.2.3;word-wrap@1.2.3;MIT;;git+https://github.com/jonschlinkert/word-wrap.git;javascript
progress;2.0.3;progress@2.0.3;MIT;;git://github.com/visionmedia/node-progress.git;javascript
regexpp;3.2.0;regexpp@3.2.0;MIT;;git+https://github.com/mysticatea/regexpp.git;javascript
table;6.7.2;table@6.7.2;BSD-3-Clause;;git+https://github.com/gajus/table.git;javascript
lodash.clonedeep;4.5.0;lodash.clonedeep@4.5.0;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash.truncate;4.4.2;lodash.truncate@4.4.2;MIT;;git+https://github.com/lodash/lodash.git;javascript
slice-ansi;4.0.0;slice-ansi@4.0.0;MIT;;git+https://github.com/chalk/slice-ansi.git;javascript
astral-regex;2.0.0;astral-regex@2.0.0;MIT;;git+https://github.com/kevva/astral-regex.git;javascript
text-table;0.2.0;text-table@0.2.0;MIT;;git://github.com/substack/text-table.git;javascript
v8-compile-cache;2.3.0;v8-compile-cache@2.3.0;MIT;;git+https://github.com/zertosh/v8-compile-cache.git;javascript
eventsource-polyfill;0.9.6;eventsource-polyfill@0.9.6;MIT;;git+https://github.com/amvtek/EventSource.git;javascript
express;4.17.1;express@4.17.1;MIT;;git+https://github.com/expressjs/express.git;javascript
accepts;1.3.7;accepts@1.3.7;MIT;;git+https://github.com/jshttp/accepts.git;javascript
negotiator;0.6.2;negotiator@0.6.2;MIT;;git+https://github.com/jshttp/negotiator.git;javascript
array-flatten;1.1.1;array-flatten@1.1.1;MIT;;git://github.com/blakeembrey/array-flatten.git;javascript
body-parser;1.19.0;body-parser@1.19.0;MIT;;git+https://github.com/expressjs/body-parser.git;javascript
bytes;3.1.0;bytes@3.1.0;MIT;;git+https://github.com/visionmedia/bytes.js.git;javascript
content-type;1.0.4;content-type@1.0.4;MIT;;git+https://github.com/jshttp/content-type.git;javascript
depd;1.1.2;depd@1.1.2;MIT;;git+https://github.com/dougwilson/nodejs-depd.git;javascript
http-errors;1.7.2;http-errors@1.7.2;MIT;;git+https://github.com/jshttp/http-errors.git;javascript
inherits;2.0.3;inherits@2.0.3;ISC;;git://github.com/isaacs/inherits.git;javascript
setprototypeof;1.1.1;setprototypeof@1.1.1;ISC;;git+https://github.com/wesleytodd/setprototypeof.git;javascript
statuses;1.5.0;statuses@1.5.0;MIT;;git+https://github.com/jshttp/statuses.git;javascript
toidentifier;1.0.0;toidentifier@1.0.0;MIT;;git+https://github.com/component/toidentifier.git;javascript
iconv-lite;0.4.24;iconv-lite@0.4.24;MIT;;git://github.com/ashtuchkin/iconv-lite.git;javascript
safer-buffer;2.1.2;safer-buffer@2.1.2;MIT;;git+https://github.com/ChALkeR/safer-buffer.git;javascript
on-finished;2.3.0;on-finished@2.3.0;MIT;;git+https://github.com/jshttp/on-finished.git;javascript
raw-body;2.4.0;raw-body@2.4.0;MIT;;git+https://github.com/stream-utils/raw-body.git;javascript
unpipe;1.0.0;unpipe@1.0.0;MIT;;git+https://github.com/stream-utils/unpipe.git;javascript
type-is;1.6.18;type-is@1.6.18;MIT;;git+https://github.com/jshttp/type-is.git;javascript
content-disposition;0.5.3;content-disposition@0.5.3;MIT;;git+https://github.com/jshttp/content-disposition.git;javascript
cookie-signature;1.0.6;cookie-signature@1.0.6;MIT;;git+https://github.com/visionmedia/node-cookie-signature.git;javascript
cookie;0.4.0;cookie@0.4.0;MIT;;git+https://github.com/jshttp/cookie.git;javascript
encodeurl;1.0.2;encodeurl@1.0.2;MIT;;git+https://github.com/pillarjs/encodeurl.git;javascript
escape-html;1.0.3;escape-html@1.0.3;MIT;;git+https://github.com/component/escape-html.git;javascript
etag;1.8.1;etag@1.8.1;MIT;;git+https://github.com/jshttp/etag.git;javascript
finalhandler;1.1.2;finalhandler@1.1.2;MIT;;git+https://github.com/pillarjs/finalhandler.git;javascript
parseurl;1.3.3;parseurl@1.3.3;MIT;;git+https://github.com/pillarjs/parseurl.git;javascript
fresh;0.5.2;fresh@0.5.2;MIT;;git+https://github.com/jshttp/fresh.git;javascript
merge-descriptors;1.0.1;merge-descriptors@1.0.1;MIT;;git+https://github.com/component/merge-descriptors.git;javascript
methods;1.1.2;methods@1.1.2;MIT;;git+https://github.com/jshttp/methods.git;javascript
